x,y,angle,distance
49.9026,3.1133,-1.509,73.1
49.9088,3.0134,-1.5111,73.2
49.9147,2.9136,-1.5131,73.3
49.9205,2.8138,-1.5152,73.4
49.9261,2.7139,-1.5172,73.5
49.9314,2.6141,-1.5192,73.6
49.9366,2.5142,-1.5212,73.7
49.9415,2.4143,-1.5233,73.8
49.9463,2.3145,-1.5253,73.9
49.9508,2.2146,-1.5273,74.0
49.9552,2.1147,-1.5294,74.1
49.9593,2.0147,-1.5314,74.2
49.9633,1.9148,-1.5334,74.3
49.967,1.8149,-1.5354,74.4
49.9705,1.715,-1.5374,74.5
49.9739,1.615,-1.5394,74.6
49.977,1.5151,-1.5414,74.7
49.98,1.4151,-1.5434,74.8
49.9827,1.3151,-1.5455,74.9
49.9852,1.2152,-1.5475,75.0
49.9876,1.1152,-1.5495,75.1
49.9897,1.0152,-1.5515,75.2
49.9916,0.9152,-1.5535,75.3
49.9933,0.8153,-1.5555,75.4
49.9949,0.7153,-1.5575,75.5
49.9962,0.6153,-1.5595,75.6
49.9973,0.5153,-1.5615,75.7
49.9983,0.4153,-1.5635,75.8
49.999,0.3153,-1.5655,75.9
49.9995,0.2153,-1.5675,76.0
49.9999,0.1153,-1.5695,76.1
50.0,0.0153,-1.5715,76.2
49.9999,-0.0847,-1.5735,76.3
49.9997,-0.1847,-1.5755,76.4
49.9992,-0.2847,-1.5775,76.5
49.9985,-0.3847,-1.5795,76.6
49.9976,-0.4847,-1.5815,76.7
49.9966,-0.5847,-1.5835,76.8
49.9953,-0.6847,-1.5855,76.9
49.9938,-0.7847,-1.5875,77.0
49.9922,-0.8847,-1.5895,77.1
49.9903,-0.9846,-1.5915,77.2
49.9882,-1.0846,-1.5935,77.3
49.986,-1.1846,-1.5955,77.4
49.9835,-1.2846,-1.5975,77.5
49.9808,-1.3845,-1.5995,77.6
49.9779,-1.4845,-1.6016,77.7
49.9749,-1.5844,-1.6036,77.8
49.9716,-1.6844,-1.6056,77.9
49.9681,-1.7843,-1.6076,78.0
49.9644,-1.8843,-1.6096,78.1
49.9606,-1.9842,-1.6116,78.2
49.9565,-2.0841,-1.6137,78.3
49.9522,-2.184,-1.6157,78.4
49.9477,-2.2839,-1.6177,78.5
49.943,-2.3838,-1.6197,78.6
49.9381,-2.4837,-1.6218,78.7
49.933,-2.5836,-1.6238,78.8
49.9277,-2.6834,-1.6258,78.9
49.9222,-2.7833,-1.6279,79.0
49.9165,-2.8831,-1.6299,79.1
49.9106,-2.9829,-1.6319,79.2
49.9045,-3.0827,-1.634,79.3
49.8982,-3.1825,-1.636,79.4
49.8917,-3.2823,-1.6381,79.5
49.885,-3.3821,-1.6401,79.6
49.878,-3.4819,-1.6422,79.7
49.8709,-3.5816,-1.6443,79.8
49.8635,-3.6813,-1.6463,79.9
49.856,-3.781,-1.6484,80.0
49.8482,-3.8807,-1.6505,80.1
49.8403,-3.9804,-1.6526,80.2
49.8321,-4.0801,-1.6546,80.3
49.8237,-4.1797,-1.6567,80.4
49.8152,-4.2794,-1.6588,80.5
49.8064,-4.379,-1.6609,80.6
49.7974,-4.4786,-1.663,80.7
49.7882,-4.5782,-1.6651,80.8
49.7787,-4.6777,-1.6672,80.9
49.7691,-4.7772,-1.6693,81.0
49.7593,-4.8768,-1.6715,81.1
49.7492,-4.9763,-1.6736,81.2
49.739,-5.0757,-1.6757,81.3
49.7285,-5.1752,-1.6778,81.4
49.7178,-5.2746,-1.68,81.5
49.7069,-5.374,-1.6821,81.6
49.6958,-5.4734,-1.6843,81.7
49.6845,-5.5727,-1.6864,81.8
49.673,-5.6721,-1.6886,81.9
49.6612,-5.7714,-1.6908,82.0
49.6492,-5.8707,-1.6929,82.1
49.637,-5.9699,-1.6951,82.2
49.6247,-6.0692,-1.6973,82.3
49.612,-6.1684,-1.6995,82.4
49.5992,-6.2675,-1.7017,82.5
49.5861,-6.3667,-1.7039,82.6
49.5729,-6.4658,-1.7061,82.7
49.5594,-6.5649,-1.7083,82.8
49.5457,-6.6639,-1.7106,82.9
49.5317,-6.763,-1.7128,83.0
49.5176,-6.8619,-1.7151,83.1
49.5032,-6.9609,-1.7173,83.2
49.4886,-7.0598,-1.7195,83.3
49.4738,-7.1587,-1.7218,83.4
49.4588,-7.2576,-1.7241,83.5
49.4435,-7.3564,-1.7264,83.6
49.428,-7.4552,-1.7286,83.7
49.4123,-7.554,-1.731,83.8
49.3963,-7.6527,-1.7333,83.9
49.3801,-7.7514,-1.7356,84.0
49.3637,-7.85,-1.7379,84.1
49.3471,-7.9486,-1.7403,84.2
49.3302,-8.0472,-1.7426,84.3
49.3131,-8.1457,-1.7449,84.4
49.2958,-8.2442,-1.7473,84.5
49.2783,-8.3427,-1.7497,84.6
49.2605,-8.4411,-1.7521,84.7
49.2424,-8.5394,-1.7545,84.8
49.2242,-8.6377,-1.7568,84.9
49.2057,-8.736,-1.7593,85.0
49.1869,-8.8342,-1.7617,85.1
49.168,-8.9324,-1.7641,85.2
49.1487,-9.0306,-1.7666,85.3
49.1293,-9.1286,-1.769,85.4
49.1096,-9.2267,-1.7715,85.5
49.0897,-9.3247,-1.774,85.6
49.0695,-9.4226,-1.7765,85.7
49.0491,-9.5205,-1.7789,85.8
49.0284,-9.6184,-1.7815,85.9
49.0075,-9.7161,-1.784,86.0
48.9863,-9.8139,-1.7865,86.1
48.9649,-9.9116,-1.7891,86.2
48.9433,-10.0092,-1.7916,86.3
48.9214,-10.1068,-1.7942,86.4
48.8992,-10.2043,-1.7968,86.5
48.8768,-10.3017,-1.7994,86.6
48.8541,-10.3991,-1.8021,86.7
48.8312,-10.4965,-1.8046,86.8
48.808,-10.5937,-1.8073,86.9
48.7846,-10.691,-1.81,87.0
48.7609,-10.7881,-1.8126,87.1
48.737,-10.8852,-1.8153,87.2
48.7127,-10.9822,-1.818,87.3
48.6883,-11.0792,-1.8208,87.4
48.6635,-11.1761,-1.8235,87.5
48.6385,-11.2729,-1.8263,87.6
48.6133,-11.3697,-1.829,87.7
48.5877,-11.4663,-1.8318,87.8
48.5619,-11.563,-1.8346,87.9
48.5359,-11.6595,-1.8374,88.0
48.5095,-11.756,-1.8402,88.1
48.4829,-11.8524,-1.8431,88.2
48.456,-11.9487,-1.8459,88.3
48.4288,-12.0449,-1.8488,88.4
48.4014,-12.1411,-1.8517,88.5
48.3737,-12.2372,-1.8546,88.6
48.3457,-12.3332,-1.8575,88.7
48.3174,-12.4291,-1.8605,88.8
48.2888,-12.5249,-1.8635,88.9
48.26,-12.6207,-1.8665,89.0
48.2308,-12.7163,-1.8695,89.1
48.2014,-12.8119,-1.8725,89.2
48.1717,-12.9074,-1.8755,89.3
48.1417,-13.0028,-1.8786,89.4
48.1114,-13.0981,-1.8817,89.5
48.0808,-13.1933,-1.8848,89.6
48.0499,-13.2884,-1.8879,89.7
48.0187,-13.3834,-1.8911,89.8
47.9872,-13.4783,-1.8943,89.9
47.9555,-13.5731,-1.8974,90.0
47.9234,-13.6678,-1.9007,90.1
47.891,-13.7624,-1.9039,90.2
47.8583,-13.8569,-1.9072,90.3
47.8253,-13.9513,-1.9105,90.4
47.7919,-14.0456,-1.9138,90.5
47.7583,-14.1398,-1.9172,90.6
47.7244,-14.2339,-1.9205,90.7
47.6901,-14.3278,-1.9239,90.8
47.6555,-14.4216,-1.9273,90.9
47.6206,-14.5153,-1.9307,91.0
47.5854,-14.6089,-1.9342,91.1
47.5499,-14.7024,-1.9377,91.2
47.514,-14.7958,-1.9412,91.3
47.4778,-14.889,-1.9447,91.4
47.4412,-14.9821,-1.9483,91.5
47.4044,-15.075,-1.9519,91.6
47.3672,-15.1678,-1.9555,91.7
47.3297,-15.2605,-1.9592,91.8
47.2918,-15.3531,-1.9629,91.9
47.2536,-15.4455,-1.9666,92.0
47.215,-15.5378,-1.9703,92.1
47.1761,-15.6299,-1.9741,92.2
47.1369,-15.7219,-1.978,92.3
47.0973,-15.8137,-1.9818,92.4
47.0573,-15.9054,-1.9856,92.5
47.017,-15.9969,-1.9895,92.6
46.9763,-16.0882,-1.9935,92.7
46.9353,-16.1794,-1.9975,92.8
46.8939,-16.2705,-2.0015,92.9
46.8522,-16.3613,-2.0055,93.0
46.8101,-16.452,-2.0095,93.1
46.7676,-16.5426,-2.0137,93.2
46.7247,-16.6329,-2.0178,93.3
46.6815,-16.7231,-2.022,93.4
46.6379,-16.8131,-2.0262,93.5
46.5939,-16.9029,-2.0304,93.6
46.5496,-16.9925,-2.0347,93.7
46.5048,-17.0819,-2.0391,93.8
46.4597,-17.1712,-2.0434,93.9
46.4142,-17.2602,-2.0478,94.0
46.3682,-17.3491,-2.0523,94.1
46.3219,-17.4377,-2.0568,94.2
46.2752,-17.5261,-2.0613,94.3
46.2281,-17.6143,-2.0659,94.4
46.1806,-17.7023,-2.0705,94.5
46.1327,-17.7901,-2.0751,94.6
46.0844,-17.8776,-2.0798,94.7
46.0357,-17.965,-2.0845,94.8
45.9865,-18.052,-2.0893,94.9
45.937,-18.1389,-2.0941,95.0
45.887,-18.2255,-2.099,95.1
45.8366,-18.3119,-2.1039,95.2
45.7857,-18.398,-2.1089,95.3
45.7345,-18.4839,-2.1139,95.4
45.6828,-18.5695,-2.119,95.5
45.6307,-18.6548,-2.1241,95.6
45.5782,-18.7399,-2.1292,95.7
45.5252,-18.8247,-2.1345,95.8
45.4717,-18.9093,-2.1397,95.9
45.4179,-18.9935,-2.145,96.0
45.3636,-19.0775,-2.1504,96.1
45.3088,-19.1611,-2.1558,96.2
45.2536,-19.2445,-2.1612,96.3
45.1979,-19.3276,-2.1668,96.4
45.1418,-19.4103,-2.1723,96.5
45.0852,-19.4928,-2.178,96.6
45.0281,-19.5749,-2.1836,96.7
44.9706,-19.6567,-2.1893,96.8
44.9126,-19.7382,-2.1951,96.9
44.8542,-19.8193,-2.201,97.0
44.7952,-19.9001,-2.2069,97.1
44.7358,-19.9806,-2.2128,97.2
44.6759,-20.0606,-2.2189,97.3
44.6156,-20.1404,-2.225,97.4
44.5547,-20.2197,-2.2311,97.5
44.4934,-20.2987,-2.2373,97.6
44.4316,-20.3773,-2.2436,97.7
44.3693,-20.4555,-2.2499,97.8
44.3064,-20.5333,-2.2562,97.9
44.2431,-20.6107,-2.2627,98.0
44.1793,-20.6877,-2.2692,98.1
44.115,-20.7643,-2.2757,98.2
44.0502,-20.8405,-2.2824,98.3
43.9849,-20.9162,-2.2891,98.4
43.9191,-20.9915,-2.2959,98.5
43.8528,-21.0664,-2.3027,98.6
43.786,-21.1407,-2.3095,98.7
43.7186,-21.2147,-2.3166,98.8
43.6508,-21.2881,-2.3235,98.9
43.5824,-21.3611,-2.3307,99.0
43.5135,-21.4336,-2.3378,99.1
43.4441,-21.5056,-2.345,99.2
43.3742,-21.5771,-2.3523,99.3
43.3038,-21.6481,-2.3596,99.4
43.2328,-21.7186,-2.367,99.5
43.1614,-21.7885,-2.3745,99.6
43.0894,-21.8579,-2.382,99.7
43.0169,-21.9268,-2.3897,99.8
42.9438,-21.9951,-2.3973,99.9
42.8703,-22.0628,-2.4051,100.0
42.7962,-22.13,-2.4129,100.1
42.7216,-22.1966,-2.4208,100.2
42.6465,-22.2626,-2.4287,100.3
42.5708,-22.328,-2.4367,100.4
42.4947,-22.3928,-2.4448,100.5
42.418,-22.457,-2.4529,100.6
42.3408,-22.5205,-2.4611,100.7
42.263,-22.5834,-2.4694,100.8
42.1848,-22.6457,-2.4776,100.9
42.106,-22.7073,-2.486,101.0
42.0268,-22.7683,-2.4945,101.1
41.947,-22.8286,-2.503,101.2
41.8667,-22.8882,-2.5115,101.3
41.7859,-22.9471,-2.5202,101.4
41.7046,-23.0053,-2.5288,101.5
41.6228,-23.0628,-2.5375,101.6
41.5405,-23.1196,-2.5464,101.7
41.4577,-23.1757,-2.5552,101.8
41.3744,-23.231,-2.564,101.9
41.2906,-23.2856,-2.573,102.0
41.2063,-23.3395,-2.582,102.1
41.1216,-23.3926,-2.591,102.2
41.0364,-23.4449,-2.6001,102.3
40.9507,-23.4964,-2.6092,102.4
40.8645,-23.5472,-2.6184,102.5
40.7779,-23.5972,-2.6276,102.6
40.6908,-23.6463,-2.6368,102.7
40.6033,-23.6947,-2.6461,102.8
40.5153,-23.7422,-2.6554,102.9
40.4269,-23.789,-2.6648,103.0
40.3381,-23.8349,-2.6742,103.1
40.2488,-23.8799,-2.6836,103.2
40.1591,-23.9241,-2.693,103.3
40.069,-23.9675,-2.7025,103.4
39.9785,-24.01,-2.712,103.5
39.8876,-24.0517,-2.7215,103.6
39.7963,-24.0925,-2.731,103.7
39.7046,-24.1324,-2.7405,103.8
39.6125,-24.1714,-2.7501,103.9
39.5201,-24.2096,-2.7597,104.0
39.4273,-24.2468,-2.7692,104.1
39.3341,-24.2832,-2.7788,104.2
39.2406,-24.3187,-2.7884,104.3
39.1468,-24.3533,-2.7979,104.4
39.0527,-24.387,-2.8075,104.5
38.9582,-24.4198,-2.8171,104.6
38.8634,-24.4517,-2.8267,104.7
38.7683,-24.4826,-2.8362,104.8
38.673,-24.5127,-2.8457,104.9
38.5773,-24.5419,-2.8553,105.0
38.4814,-24.5701,-2.8648,105.1
38.3852,-24.5974,-2.8743,105.2
38.2887,-24.6238,-2.8838,105.3
38.192,-24.6493,-2.8932,105.4
38.0951,-24.6739,-2.9027,105.5
37.9979,-24.6976,-2.9121,105.6
37.9006,-24.7203,-2.9214,105.7
37.803,-24.7422,-2.9307,105.8
37.7052,-24.7631,-2.9401,105.9
37.6072,-24.7831,-2.9494,106.0
37.5091,-24.8022,-2.9585,106.1
37.4107,-24.8204,-2.9677,106.2
37.3122,-24.8377,-2.9769,106.3
37.2136,-24.8541,-2.986,106.4
37.1148,-24.8696,-2.995,106.5
37.0159,-24.8842,-3.0041,106.6
36.9168,-24.8979,-3.013,106.7
36.8176,-24.9107,-3.0218,106.8
36.7184,-24.9227,-3.0308,106.9
36.619,-24.9337,-3.0395,107.0
36.5195,-24.9439,-3.0482,107.1
36.4199,-24.9532,-3.057,107.2
36.3203,-24.9617,-3.0655,107.3
36.2206,-24.9693,-3.0741,107.4
36.1208,-24.976,-3.0826,107.5
36.021,-24.9819,-3.091,107.6
35.9211,-24.987,-3.0995,107.7
35.8212,-24.9912,-3.1077,107.8
35.7213,-24.9946,-3.116,107.9
35.6213,-24.9971,-3.1241,108.0
35.5213,-24.9989,-3.1323,108.1
35.4213,-24.9998,-3.1403,108.2
35.3213,-25.0,3.1349,108.3
35.2213,-24.9993,3.127,108.4
35.1213,-24.9978,3.1191,108.5
35.0213,-24.9956,3.1114,108.6
34.9214,-24.9926,3.1036,108.7
34.8215,-24.9888,3.0961,108.8
34.7216,-24.9842,3.0885,108.9
34.6217,-24.9789,3.081,109.0
34.5219,-24.9728,3.0736,109.1
34.4221,-24.9661,3.0662,109.2
34.3224,-24.9585,3.059,109.3
34.2228,-24.9503,3.0517,109.4
34.1232,-24.9413,3.0446,109.5
34.0236,-24.9316,3.0376,109.6
33.9242,-24.9212,3.0306,109.7
33.8248,-24.9101,3.0236,109.8
33.7255,-24.8984,3.0168,109.9
33.6263,-24.8859,3.01,110.0
33.5271,-24.8728,3.0033,110.1
33.4281,-24.859,2.9966,110.2
33.3291,-24.8446,2.9901,110.3
33.2303,-24.8295,2.9836,110.4
33.1315,-24.8137,2.9771,110.5
33.0329,-24.7974,2.9707,110.6
32.9343,-24.7804,2.9644,110.7
32.8359,-24.7627,2.9582,110.8
32.7376,-24.7445,2.9521,110.9
32.6394,-24.7257,2.946,111.0
32.5413,-24.7062,2.9399,111.1
32.4433,-24.6862,2.934,111.2
32.3454,-24.6656,2.9281,111.3
32.2477,-24.6444,2.9222,111.4
32.1501,-24.6226,2.9164,111.5
32.0526,-24.6003,2.9107,111.6
31.9553,-24.5774,2.9051,111.7
31.8581,-24.554,2.8995,111.8
31.761,-24.53,2.894,111.9
31.664,-24.5055,2.8885,112.0
31.5672,-24.4805,2.8831,112.1
31.4705,-24.4549,2.8778,112.2
31.374,-24.4288,2.8725,112.3
31.2776,-24.4022,2.8673,112.4
31.1813,-24.3751,2.8621,112.5
31.0852,-24.3476,2.857,112.6
30.9892,-24.3195,2.8519,112.7
30.8934,-24.2909,2.847,112.8
30.7977,-24.2619,2.842,112.9
30.7022,-24.2324,2.8372,113.0
30.6068,-24.2024,2.8323,113.1
30.5115,-24.172,2.8275,113.2
30.4164,-24.1411,2.8228,113.3
30.3214,-24.1097,2.8181,113.4
30.2266,-24.0779,2.8135,113.5
30.132,-24.0457,2.809,113.6
30.0374,-24.0131,2.8044,113.7
29.9431,-23.98,2.8,113.8
29.8489,-23.9465,2.7956,113.9
29.7548,-23.9126,2.7912,114.0
29.6609,-23.8782,2.7869,114.1
29.5671,-23.8435,2.7826,114.2
29.4735,-23.8084,2.7784,114.3
29.38,-23.7729,2.7742,114.4
29.2867,-23.7369,2.7701,114.5
29.1935,-23.7006,2.766,114.6
29.1004,-23.664,2.762,114.7
29.0076,-23.6269,2.758,114.8
28.9148,-23.5895,2.754,114.9
28.8222,-23.5517,2.7501,115.0
28.7298,-23.5135,2.7463,115.1
28.6375,-23.475,2.7424,115.2
28.5454,-23.4362,2.7387,115.3
28.4534,-23.397,2.7349,115.4
28.3615,-23.3574,2.7312,115.5
28.2699,-23.3175,2.7276,115.6
28.1783,-23.2773,2.7239,115.7
28.0869,-23.2367,2.7204,115.8
27.9956,-23.1958,2.7168,115.9
27.9045,-23.1546,2.7133,116.0
27.8136,-23.1131,2.7099,116.1
27.7227,-23.0712,2.7064,116.2
27.6321,-23.0291,2.703,116.3
27.5415,-22.9866,2.6997,116.4
27.4511,-22.9439,2.6964,116.5
27.3609,-22.9008,2.693,116.6
27.2708,-22.8574,2.6898,116.7
27.1808,-22.8138,2.6866,116.8
27.091,-22.7698,2.6834,116.9
27.0013,-22.7256,2.6803,117.0
26.9117,-22.6811,2.6771,117.1
26.8223,-22.6363,2.6741,117.2
26.7331,-22.5912,2.671,117.3
26.6439,-22.5459,2.668,117.4
26.5549,-22.5003,2.665,117.5
26.4661,-22.4544,2.662,117.6
26.3774,-22.4082,2.6591,117.7
26.2888,-22.3618,2.6562,117.8
26.2003,-22.3152,2.6533,117.9
26.112,-22.2683,2.6505,118.0
26.0238,-22.2211,2.6477,118.1
25.9358,-22.1737,2.6449,118.2
25.8479,-22.1261,2.6421,118.3
25.7601,-22.0782,2.6394,118.4
25.6724,-22.03,2.6367,118.5
25.5849,-21.9817,2.6341,118.6
25.4975,-21.9331,2.6314,118.7
25.4102,-21.8842,2.6288,118.8
25.3231,-21.8352,2.6262,118.9
25.2361,-21.7859,2.6236,119.0
25.1492,-21.7364,2.6211,119.1
25.0625,-21.6866,2.6185,119.2
24.9758,-21.6367,2.616,119.3
24.8893,-21.5865,2.6136,119.4
24.803,-21.5361,2.6111,119.5
24.7167,-21.4855,2.6087,119.6
24.6306,-21.4347,2.6063,119.7
24.5445,-21.3837,2.6039,119.8
24.4587,-21.3325,2.6016,119.9
24.3729,-21.2811,2.5993,120.0
24.2872,-21.2295,2.597,120.1
24.2017,-21.1777,2.5947,120.2
24.1163,-21.1257,2.5924,120.3
24.031,-21.0735,2.5902,120.4
23.9458,-21.0211,2.588,120.5
23.8607,-20.9685,2.5858,120.6
23.7758,-20.9157,2.5836,120.7
23.691,-20.8628,2.5814,120.8
23.6063,-20.8097,2.5793,120.9
23.5217,-20.7563,2.5772,121.0
23.4372,-20.7029,2.5751,121.1
23.3528,-20.6492,2.573,121.2
23.2685,-20.5953,2.5709,121.3
23.1844,-20.5413,2.5689,121.4
23.1003,-20.4871,2.5669,121.5
23.0164,-20.4328,2.5649,121.6
22.9326,-20.3782,2.5629,121.7
22.8488,-20.3236,2.5609,121.8
22.7652,-20.2687,2.559,121.9
22.6817,-20.2137,2.5571,122.0
22.5983,-20.1585,2.5552,122.1
22.515,-20.1032,2.5533,122.2
22.4318,-20.0477,2.5514,122.3
22.3488,-19.992,2.5495,122.4
22.2658,-19.9362,2.5477,122.5
22.1829,-19.8802,2.5459,122.6
22.1001,-19.8241,2.544,122.7
22.0175,-19.7679,2.5423,122.8
21.9349,-19.7115,2.5405,122.9
21.8524,-19.6549,2.5387,123.0
21.7701,-19.5982,2.537,123.1
21.6878,-19.5414,2.5352,123.2
21.6056,-19.4844,2.5335,123.3
21.5235,-19.4272,2.5318,123.4
21.4416,-19.37,2.5302,123.5
21.3597,-19.3126,2.5285,123.6
21.2779,-19.255,2.5268,123.7
21.1962,-19.1973,2.5252,123.8
21.1146,-19.1395,2.5236,123.9
21.0331,-19.0816,2.5219,124.0
20.9517,-19.0235,2.5204,124.1
20.8704,-18.9653,2.5188,124.2
20.7891,-18.907,2.5172,124.3
20.708,-18.8485,2.5156,124.4
20.627,-18.7899,2.5141,124.5
20.546,-18.7312,2.5126,124.6
20.4652,-18.6724,2.5111,124.7
20.3844,-18.6134,2.5096,124.8
20.3037,-18.5543,2.5081,124.9
20.2231,-18.4951,2.5066,125.0
20.1426,-18.4358,2.5051,125.1
20.0622,-18.3764,2.5037,125.2
19.9819,-18.3168,2.5022,125.3
19.9016,-18.2572,2.5008,125.4
19.8215,-18.1974,2.4994,125.5
19.7414,-18.1375,2.498,125.6
19.6614,-18.0775,2.4966,125.7
19.5815,-18.0174,2.4952,125.8
19.5016,-17.9571,2.4938,125.9
19.4219,-17.8968,2.4925,126.0
19.3422,-17.8363,2.4912,126.1
19.2627,-17.7758,2.4898,126.2
19.1832,-17.7151,2.4885,126.3
19.1037,-17.6544,2.4872,126.4
19.0244,-17.5935,2.4859,126.5
18.9451,-17.5325,2.4846,126.6
18.866,-17.4714,2.4833,126.7
18.7869,-17.4103,2.482,126.8
18.7078,-17.349,2.4808,126.9
18.6289,-17.2876,2.4795,127.0
18.55,-17.2261,2.4783,127.1
18.4712,-17.1646,2.4771,127.2
18.3925,-17.1029,2.4758,127.3
18.3138,-17.0411,2.4746,127.4
18.2353,-16.9793,2.4735,127.5
18.1568,-16.9173,2.4723,127.6
18.0783,-16.8553,2.4711,127.7
18.0,-16.7931,2.4699,127.8
17.9217,-16.7309,2.4688,127.9
17.8435,-16.6686,2.4676,128.0
17.7654,-16.6062,2.4665,128.1
17.6873,-16.5437,2.4653,128.2
17.6093,-16.4811,2.4642,128.3
17.5314,-16.4184,2.4631,128.4
17.4535,-16.3557,2.462,128.5
17.3758,-16.2928,2.4609,128.6
17.2981,-16.2299,2.4598,128.7
17.2204,-16.1669,2.4587,128.8
17.1428,-16.1038,2.4577,128.9
17.0653,-16.0406,2.4566,129.0
16.9879,-15.9773,2.4556,129.1
16.9105,-15.914,2.4546,129.2
16.8332,-15.8505,2.4535,129.3
16.7559,-15.787,2.4525,129.4
16.6788,-15.7235,2.4515,129.5
16.6016,-15.6598,2.4505,129.6
16.5246,-15.596,2.4495,129.7
16.4476,-15.5322,2.4485,129.8
16.3707,-15.4683,2.4475,129.9
16.2938,-15.4044,2.4465,130.0
16.217,-15.3403,2.4455,130.1
16.1403,-15.2762,2.4446,130.2
16.0636,-15.212,2.4436,130.3
15.987,-15.1477,2.4427,130.4
15.9104,-15.0834,2.4417,130.5
15.8339,-15.019,2.4408,130.6
15.7575,-14.9545,2.4399,130.7
15.6811,-14.89,2.439,130.8
15.6048,-14.8253,2.4381,130.9
15.5285,-14.7607,2.4372,131.0
15.4523,-14.6959,2.4363,131.1
15.3762,-14.6311,2.4354,131.2
15.3001,-14.5662,2.4345,131.3
15.2241,-14.5012,2.4337,131.4
15.1481,-14.4362,2.4328,131.5
15.0722,-14.3711,2.4319,131.6
14.9963,-14.3059,2.4311,131.7
14.9205,-14.2407,2.4302,131.8
14.8448,-14.1754,2.4294,131.9
14.7691,-14.1101,2.4286,132.0
14.6935,-14.0447,2.4278,132.1
14.6179,-13.9792,2.427,132.2
14.5423,-13.9137,2.4261,132.3
14.4669,-13.8481,2.4253,132.4
14.3914,-13.7824,2.4245,132.5
14.3161,-13.7167,2.4238,132.6
14.2407,-13.6509,2.423,132.7
14.1655,-13.5851,2.4222,132.8
14.0902,-13.5192,2.4214,132.9
14.0151,-13.4532,2.4207,133.0
13.94,-13.3872,2.4199,133.1
13.8649,-13.3212,2.4191,133.2
13.7899,-13.255,2.4184,133.3
13.7149,-13.1889,2.4177,133.4
13.64,-13.1226,2.4169,133.5
13.5651,-13.0563,2.4162,133.6
13.4903,-12.99,2.4155,133.7
13.4155,-12.9236,2.4148,133.8
13.3408,-12.8571,2.414,133.9
13.2661,-12.7906,2.4133,134.0
13.1915,-12.7241,2.4126,134.1
13.1169,-12.6575,2.4119,134.2
13.0423,-12.5908,2.4113,134.3
12.9678,-12.5241,2.4106,134.4
12.8934,-12.4573,2.4099,134.5
12.819,-12.3905,2.4092,134.6
12.7446,-12.3237,2.4086,134.7
12.6703,-12.2568,2.4079,134.8
12.596,-12.1898,2.4073,134.9
12.5218,-12.1228,2.4066,135.0
12.4476,-12.0557,2.406,135.1
12.3735,-11.9886,2.4053,135.2
12.2994,-11.9215,2.4047,135.3
12.2253,-11.8543,2.4041,135.4
12.1513,-11.787,2.4034,135.5
12.0774,-11.7197,2.4028,135.6
12.0034,-11.6524,2.4022,135.7
11.9295,-11.585,2.4016,135.8
11.8557,-11.5176,2.401,135.9
11.7819,-11.4501,2.4004,136.0
11.7081,-11.3826,2.3998,136.1
11.6344,-11.315,2.3992,136.2
11.5607,-11.2474,2.3987,136.3
11.487,-11.1798,2.3981,136.4
11.4134,-11.1121,2.3975,136.5
11.3399,-11.0444,2.3969,136.6
11.2663,-10.9766,2.3964,136.7
11.1928,-10.9088,2.3958,136.8
11.1194,-10.8409,2.3953,136.9
11.046,-10.773,2.3947,137.0
10.9726,-10.7051,2.3942,137.1
10.8992,-10.6371,2.3937,137.2
10.8259,-10.5691,2.3931,137.3
10.7527,-10.5011,2.3926,137.4
10.6794,-10.433,2.3921,137.5
10.6062,-10.3648,2.3915,137.6
10.5331,-10.2967,2.391,137.7
10.4599,-10.2285,2.3905,137.8
10.3868,-10.1602,2.39,137.9
10.3138,-10.092,2.3895,138.0
10.2407,-10.0236,2.389,138.1
10.1677,-9.9553,2.3885,138.2
10.0948,-9.8869,2.388,138.3
10.0219,-9.8185,2.3876,138.4
9.949,-9.75,2.3871,138.5
9.8761,-9.6815,2.3866,138.6
9.8033,-9.613,2.3861,138.7
9.7305,-9.5444,2.3857,138.8
9.6577,-9.4758,2.3852,138.9
9.585,-9.4072,2.3848,139.0
9.5123,-9.3385,2.3843,139.1
9.4396,-9.2699,2.3839,139.2
9.367,-9.2011,2.3834,139.3
9.2944,-9.1324,2.383,139.4
9.2218,-9.0636,2.3825,139.5
9.1492,-8.9948,2.3821,139.6
9.0767,-8.9259,2.3817,139.7
9.0042,-8.857,2.3813,139.8
8.9318,-8.7881,2.3808,139.9
8.8593,-8.7191,2.3804,140.0
8.7869,-8.6502,2.38,140.1
8.7146,-8.5812,2.3796,140.2
8.6422,-8.5121,2.3792,140.3
8.5699,-8.4431,2.3788,140.4
8.4976,-8.374,2.3784,140.5
8.4253,-8.3049,2.378,140.6
8.3531,-8.2357,2.3776,140.7
8.2809,-8.1665,2.3773,140.8
8.2087,-8.0973,2.3769,140.9
8.1365,-8.0281,2.3765,141.0
8.0644,-7.9588,2.3761,141.1
7.9923,-7.8895,2.3758,141.2
7.9202,-7.8202,2.3754,141.3
7.8482,-7.7509,2.375,141.4
7.7761,-7.6815,2.3747,141.5
7.7041,-7.6121,2.3743,141.6
7.6321,-7.5427,2.374,141.7
7.5602,-7.4733,2.3736,141.8
7.4883,-7.4038,2.3733,141.9
7.4163,-7.3343,2.373,142.0
7.3445,-7.2648,2.3726,142.1
7.2726,-7.1953,2.3723,142.2
7.2008,-7.1257,2.372,142.3
7.1289,-7.0561,2.3717,142.4
